0.0, 0.0, 0.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 
2.0, 2.0, 2.0, 2.0, 
6.0, 6.0, 6.0, 6.0, 
10.0, 10.0, 10.0, 10.0, 
14.0, 14.0, 15.0, 14.0, 
21.0, 20.0, 21.0, 19.0, 
27.0, 27.0, 28.0, 26.0, 
35.0, 36.0, 35.0, 34.0, 
44.0, 44.0, 44.0, 43.0, 
54.0, 54.0, 53.0, 52.0, 
64.0, 65.0, 64.0, 63.0, 
77.0, 77.0, 76.0, 75.0, 
90.0, 90.0, 88.0, 86.0, 
102.0, 103.0, 101.0, 101.0, 
118.0, 119.0, 117.0, 114.0, 
134.0, 135.0, 131.0, 131.0, 
151.0, 151.0, 148.0, 147.0, 
168.0, 169.0, 167.0, 165.0, 
187.0, 188.0, 185.0, 182.0, 
207.0, 208.0, 204.0, 201.0, 
228.0, 229.0, 225.0, 223.0, 
249.0, 251.0, 247.0, 244.0, 
272.0, 274.0, 267.0, 264.0, 
298.0, 297.0, 291.0, 290.0, 
320.0, 321.0, 316.0, 315.0, 
344.0, 347.0, 345.0, 339.0, 
373.0, 374.0, 368.0, 366.0, 
400.0, 402.0, 394.0, 392.0, 
431.0, 432.0, 427.0, 422.0, 
458.0, 460.0, 453.0, 452.0, 
494.0, 489.0, 485.0, 480.0, 
522.0, 523.0, 515.0, 514.0, 
555.0, 555.0, 549.0, 543.0, 
586.0, 587.0, 580.0, 579.0, 
623.0, 626.0, 614.0, 612.0, 
661.0, 661.0, 655.0, 647.0, 
696.0, 695.0, 687.0, 684.0, 
735.0, 736.0, 723.0, 721.0, 
772.0, 776.0, 763.0, 760.0, 
811.0, 815.0, 801.0, 798.0, 
852.0, 853.0, 839.0, 840.0, 
899.0, 897.0, 885.0, 882.0, 
939.0, 939.0, 928.0, 924.0, 
983.0, 980.0, 969.0, 967.0, 
1025.0, 1028.0, 1014.0, 1010.0, 
1072.0, 1073.0, 1062.0, 1055.0, 
1117.0, 1118.0, 1110.0, 1102.0, 
1169.0, 1168.0, 1155.0, 1151.0, 
1214.0, 1215.0, 1200.0, 1199.0, 
1265.0, 1264.0, 1255.0, 1247.0, 
1316.0, 1320.0, 1310.0, 1297.0, 
1368.0, 1365.0, 1352.0, 1345.0, 
1418.0, 1420.0, 1409.0, 1402.0, 
1475.0, 1471.0, 1458.0, 1456.0, 
1528.0, 1530.0, 1513.0, 1515.0, 
1581.0, 1586.0, 1564.0, 1563.0, 
1642.0, 1642.0, 1624.0, 1620.0, 
1697.0, 1696.0, 1685.0, 1676.0, 
1758.0, 1758.0, 1739.0, 1735.0, 
1818.0, 1819.0, 1799.0, 1794.0, 
1875.0, 1876.0, 1857.0, 1856.0, 
1936.0, 1933.0, 1924.0, 1913.0, 
1998.0, 1998.0, 1983.0, 1975.0, 
2061.0, 2062.0, 2051.0, 2040.0, 
2129.0, 2132.0, 2107.0, 2105.0, 
2194.0, 2196.0, 2174.0, 2168.0, 
2262.0, 2261.0, 2248.0, 2237.0, 
2327.0, 2327.0, 2316.0, 2305.0, 
2400.0, 2400.0, 2380.0, 2375.0, 
2469.0, 2465.0, 2451.0, 2445.0, 
2534.0, 2534.0, 2521.0, 2513.0, 
2604.0, 2605.0, 2588.0, 2588.0, 
2675.0, 2677.0, 2663.0, 2658.0, 
2758.0, 2752.0, 2736.0, 2728.0, 
2826.0, 2830.0, 2811.0, 2800.0, 
2907.0, 2909.0, 2886.0, 2879.0, 
2985.0, 2982.0, 2961.0, 2952.0, 
3058.0, 3054.0, 3041.0, 3037.0, 
3140.0, 3141.0, 3122.0, 3113.0, 
3217.0, 3221.0, 3195.0, 3192.0, 
3296.0, 3302.0, 3284.0, 3269.0, 
3379.0, 3381.0, 3360.0, 3356.0, 
3465.0, 3470.0, 3440.0, 3433.0, 
3550.0, 3545.0, 3522.0, 3520.0, 
3635.0, 3631.0, 3606.0, 3601.0, 
3717.0, 3718.0, 3695.0, 3697.0, 
3798.0, 3797.0, 3779.0, 3776.0, 
3886.0, 3895.0, 3877.0, 3861.0, 
3984.0, 3979.0, 3958.0, 3959.0, 
4068.0, 4069.0, 4053.0, 4039.0, 
4153.0, 4155.0, 4134.0, 4127.0, 
4257.0, 4252.0, 4224.0, 4221.0, 
4350.0, 4348.0, 4317.0, 4308.0, 
4441.0, 4439.0, 4413.0, 4409.0, 
4529.0, 4536.0, 4517.0, 4503.0, 
4634.0, 4631.0, 4604.0, 4587.0, 
4714.0, 4722.0, 4701.0, 4688.0, 
4821.0, 4821.0, 4801.0, 4798.0, 
4918.0, 4914.0, 4892.0, 4881.0, 
5020.0, 5018.0, 5000.0, 4993.0, 
5122.0, 5117.0, 5092.0, 5094.0, 
5218.0, 5226.0, 5195.0, 5183.0, 
5319.0, 5332.0, 5299.0, 5305.0, 
5425.0, 5429.0, 5404.0, 5385.0, 
5535.0, 5522.0, 5513.0, 5499.0, 
5643.0, 5642.0, 5611.0, 5603.0, 
5744.0, 5742.0, 5716.0, 5715.0, 
5850.0, 5857.0, 5831.0, 5820.0, 
5964.0, 5961.0, 5934.0, 5928.0, 
6076.0, 6067.0, 6054.0, 6042.0, 
6175.0, 6175.0, 6156.0, 6147.0, 
6289.0, 6289.0, 6271.0, 6257.0, 
6401.0, 6402.0, 6370.0, 6373.0, 
6520.0, 6524.0, 6485.0, 6500.0, 
6631.0, 6632.0, 6601.0, 6592.0, 
6750.0, 6738.0, 6713.0, 6707.0, 
6866.0, 6862.0, 6838.0, 6830.0, 
6983.0, 6984.0, 6952.0, 6957.0, 
7098.0, 7101.0, 7077.0, 7061.0, 
7226.0, 7214.0, 7191.0, 7186.0, 
7344.0, 7339.0, 7324.0, 7295.0, 
7464.0, 7456.0, 7437.0, 7419.0, 
7589.0, 7580.0, 7563.0, 7545.0, 
7715.0, 7711.0, 7680.0, 7669.0, 
7835.0, 7834.0, 7801.0, 7784.0, 
7952.0, 7961.0, 7937.0, 7928.0, 
8084.0, 8080.0, 8059.0, 8049.0, 
8216.0, 8224.0, 8193.0, 8179.0, 
8340.0, 8341.0, 8314.0, 8307.0, 
8477.0, 8474.0, 8448.0, 8432.0, 
8595.0, 8602.0, 8571.0, 8568.0, 
8735.0, 8742.0, 8702.0, 8702.0, 
8861.0, 8866.0, 8833.0, 8821.0, 
8999.0, 8998.0, 8975.0, 8962.0, 
9133.0, 9137.0, 9102.0, 9100.0, 
9267.0, 9261.0, 9238.0, 9235.0, 
9411.0, 9410.0, 9360.0, 9372.0, 
9544.0, 9543.0, 9515.0, 9503.0, 
9684.0, 9688.0, 9650.0, 9653.0, 
9813.0, 9816.0, 9799.0, 9769.0, 
9953.0, 9965.0, 9927.0, 9926.0, 
10101.0, 10100.0, 10075.0, 10057.0, 
10245.0, 10253.0, 10222.0, 10200.0, 
10393.0, 10385.0, 10368.0, 10356.0, 
10537.0, 10530.0, 10502.0, 10486.0, 
10674.0, 10682.0, 10648.0, 10653.0, 
10825.0, 10821.0, 10789.0, 10784.0, 
10971.0, 10975.0, 10940.0, 10924.0, 
11119.0, 11117.0, 11086.0, 11081.0, 
11269.0, 11266.0, 11243.0, 11244.0, 
11424.0, 11415.0, 11404.0, 11372.0, 
11568.0, 11576.0, 11538.0, 11532.0, 
11718.0, 11733.0, 11691.0, 11678.0, 
11878.0, 11873.0, 11852.0, 11836.0, 
12029.0, 12037.0, 12004.0, 11977.0, 
12188.0, 12181.0, 12165.0, 12153.0, 
12352.0, 12353.0, 12314.0, 12315.0, 
12507.0, 12504.0, 12470.0, 12466.0, 
12664.0, 12660.0, 12627.0, 12631.0, 
12825.0, 12821.0, 12789.0, 12768.0, 
12977.0, 12964.0, 12948.0, 12943.0, 
13143.0, 13147.0, 13121.0, 13096.0, 
13300.0, 13306.0, 13273.0, 13267.0, 
13462.0, 13465.0, 13436.0, 13427.0, 
13634.0, 13630.0, 13589.0, 13590.0, 
13799.0, 13794.0, 13760.0, 13751.0, 
13966.0, 13963.0, 13945.0, 13931.0, 
14134.0, 14132.0, 14101.0, 14074.0, 
14308.0, 14290.0, 14268.0, 14257.0, 
14459.0, 14469.0, 14439.0, 14437.0, 
14637.0, 14635.0, 14611.0, 14594.0, 
14813.0, 14812.0, 14781.0, 14756.0, 
14992.0, 14982.0, 14949.0, 14926.0, 
15158.0, 15160.0, 15121.0, 15095.0, 
15334.0, 15330.0, 15318.0, 15272.0, 
15492.0, 15509.0, 15489.0, 15464.0, 
15689.0, 15687.0, 15643.0, 15623.0, 
15861.0, 15873.0, 15826.0, 15806.0, 
16038.0, 16044.0, 16005.0, 16010.0, 
16226.0, 16228.0, 16180.0, 16163.0, 
16400.0, 16406.0, 16358.0, 16353.0, 
16595.0, 16581.0, 16554.0, 16533.0, 
16758.0, 16757.0, 16734.0, 16702.0, 
16955.0, 16952.0, 16919.0, 16900.0, 
17132.0, 17132.0, 17087.0, 17083.0, 
17315.0, 17313.0, 17289.0, 17260.0, 
17503.0, 17509.0, 17466.0, 17464.0, 
17686.0, 17691.0, 17658.0, 17635.0, 
17880.0, 17880.0, 17845.0, 17842.0, 
18066.0, 18072.0, 18041.0, 18034.0, 
18259.0, 18254.0, 18223.0, 18224.0, 
18447.0, 18443.0, 18409.0, 18408.0, 
18639.0, 18649.0, 18608.0, 18610.0, 
18835.0, 18835.0, 18782.0, 18803.0, 
19039.0, 19027.0, 18991.0, 18988.0, 
19221.0, 19252.0, 19191.0, 19145.0, 
19425.0, 19422.0, 19388.0, 19368.0, 
19621.0, 19625.0, 19584.0, 19572.0, 
19822.0, 19805.0, 19774.0, 19769.0, 
